pitcher,pitch_1,pitch_2,pitch_3,tunnel_score,composite_tunnel_score,avg_run_value
607536,CH,FF,KC,0.2299524651765601,-0.3509425339151211,0.013401715792293727
607536,CH,FF,SI,0.2248054348501268,-0.5196173036427797,0.013884361796740432
607536,CH,FF,ST,0.2456175610788894,-0.3017399101844671,0.006852897982670654
607536,CH,KC,SI,0.13171967272877363,-0.4861036340673823,0.0073672041776450935
607536,CH,KC,ST,0.22352985198097283,-0.5441406533440917,-0.000451794661016542
607536,CH,SI,ST,0.19488999665218368,-0.3763548391667781,-0.001978782371362069
607536,FC,FF,KC,0.2038131723897467,-0.38425747968550134,0.009205229084441506
607536,FC,FF,SI,0.1931845926314855,-0.646050134030843,0.008635345750428411
607536,FC,FF,ST,0.11042117291238417,-0.4740498642774323,0.0030461035570177432
607536,FC,KC,SI,0.18277314975361617,-0.42103516292152127,0.0034072361460238897
607536,FC,KC,ST,0.17100778305795142,-0.5249493059031325,-0.002595496775211118
607536,FC,SI,ST,0.13688637829733444,-0.4502813763435019,-0.005743808404110156
607536,FF,KC,SI,0.19054681786778893,-0.4011656602194682,0.012899010669350388
607536,FF,KC,ST,0.18067273042820933,-0.3845131331955131,0.006919801489458008
607536,FF,SI,ST,0.179582150968559,-0.3859030941195849,0.00696405212059369
607536,KC,SI,ST,0.1788607911029143,-0.39678431742280723,0.0006767803433072924
607625,CH,CU,FC,0.40223769379146246,0.1617253796347384,0.00802661406009184
607625,CH,CU,FF,0.42865559834135497,0.25333665142116035,0.01092849782172434
607625,CH,CU,SI,0.4527290486059468,0.27605123650073177,-0.0005796717967157799
607625,CH,CU,SL,0.44361283930563306,-0.007185618585605476,0.004475071763274093
607625,CH,CU,ST,0.37891590554880206,-0.08964289304966577,0.009703935319115897
607625,CH,FC,FF,0.30647882292624085,-0.3501873604094592,0.007480852156778547
607625,CH,FC,SI,0.33839882551771144,-0.3174722191791763,-0.0037907811922064955
607625,CH,FC,SL,0.3238291551191517,-0.3704333989826237,-0.0003397813956316888
607625,CH,FC,ST,0.33113184750707764,-0.07304205599513998,0.005754979151538256
607625,CH,FF,SI,0.21042136366118935,-0.47261412506431966,0.0001628194940362285
607625,CH,FF,SL,0.1908128167841516,-0.48202361389944426,0.0056694529705263825
607625,CH,FF,ST,0.35099821386041546,0.01021917581464952,0.011289192921419803
607625,CH,SI,SL,0.16066938637996184,-0.5284093083894422,-0.007061976068395782
607625,CH,SI,ST,0.37324720551964735,0.030608459288183065,-0.0010085672520590665
607625,CH,SL,ST,0.3648498445561806,-0.2517122121219352,0.006305878523583412
607625,CU,FC,FF,0.3102878792220462,0.10247510456964341,0.014021529964097354
607625,CU,FC,SI,0.43645538641784903,0.2553101943576379,0.0036859698525482784
607625,CU,FC,SL,0.3759043428590843,0.12816310366118414,0.008725035564209973
607625,CU,FC,ST,0.15801293497097352,-0.1495429726595266,0.013602917034242342
607625,CU,FF,SI,0.43965397160444053,0.26735425364974635,0.007312166906249704
607625,CU,FF,SL,0.3740640515671978,0.18375885392161528,0.013987734002704762
607625,CU,FF,ST,0.30905534836742504,0.10090422432751467,0.01848455098313666
607625,CU,SI,SL,0.4381681257673402,0.257493107989329,0.002413194937992914
607625,CU,SI,ST,0.42555184463098916,0.2414134563587598,0.00723036436289498
607625,CU,SL,ST,0.37117311050731744,-0.11509312594436484,0.015943723091808904
607625,FC,FF,SI,0.30401176237501965,-0.5749759498651404,0.004099721964643756
607625,FC,FF,SL,0.23296838123953104,-0.42829567431038146,0.009447544825559005
607625,FC,FF,ST,0.23995930418451514,-0.13130168645293816,0.014531884594597942
